"name","type","location"
"MDE.Windows","microsoft.compute/virtualmachines/extensions","centralus"
"MDE.Windows","microsoft.compute/virtualmachines/extensions","centralus"
"MSVMI-MSVMI-DefaultWorkspaceCentralUS","microsoft.insights/datacollectionrules","centralus"
"MSVMI-default-workspace-centralus","microsoft.insights/datacollectionrules","centralus"
"Microsoft.Insights.VMDiagnosticsSettings","microsoft.compute/virtualmachines/extensions","centralus"
"Microsoft.Insights.VMDiagnosticsSettings","microsoft.compute/virtualmachines/extensions","centralus"
"Microsoft.Insights.VMDiagnosticsSettings","microsoft.compute/virtualmachines/extensions","centralus"
"Microsoft.Insights.VMDiagnosticsSettings","microsoft.compute/virtualmachines/extensions","centralus"
"Microsoft.Insights.VMDiagnosticsSettings","microsoft.compute/virtualmachines/extensions","centralus"
"MicrosoftDefenderForSQL","microsoft.compute/virtualmachines/extensions","centralus"
"MicrosoftDefenderForSQL","microsoft.compute/virtualmachines/extensions","centralus"
"MicrosoftDefenderForSQL","microsoft.compute/virtualmachines/extensions","centralus"
"MicrosoftDefenderForSQL","microsoft.compute/virtualmachines/extensions","centralus"
"MicrosoftDefenderForSQL","microsoft.compute/virtualmachines/extensions","centralus"
"MicrosoftDefenderForSQL","microsoft.compute/virtualmachines/extensions","centralus"
"MicrosoftDefenderForSQL","microsoft.compute/virtualmachines/extensions","centralus"
"MicrosoftMonitoringAgent","microsoft.compute/virtualmachines/extensions","centralus"
"MicrosoftMonitoringAgent","microsoft.compute/virtualmachines/extensions","centralus"
"MicrosoftMonitoringAgent","microsoft.compute/virtualmachines/extensions","centralus"
"MicrosoftMonitoringAgent","microsoft.compute/virtualmachines/extensions","centralus"
"MicrosoftMonitoringAgent","microsoft.compute/virtualmachines/extensions","centralus"
"MicrosoftMonitoringAgent","microsoft.compute/virtualmachines/extensions","centralus"
"MicrosoftMonitoringAgent","microsoft.compute/virtualmachines/extensions","centralus"
"MicrosoftMonitoringAgent","microsoft.compute/virtualmachines/extensions","centralus"
"MicrosoftMonitoringAgent","microsoft.compute/virtualmachines/extensions","centralus"
"MicrosoftMonitoringAgent","microsoft.compute/virtualmachines/extensions","centralus"
"MicrosoftMonitoringAgent","microsoft.compute/virtualmachines/extensions","centralus"
"MicrosoftMonitoringAgent","microsoft.compute/virtualmachines/extensions","centralus"
"MicrosoftMonitoringAgent","microsoft.compute/virtualmachines/extensions","centralus"
"MicrosoftMonitoringAgent","microsoft.compute/virtualmachines/extensions","centralus"
"MicrosoftMonitoringAgent","microsoft.compute/virtualmachines/extensions","centralus"
"MicrosoftMonitoringAgent","microsoft.compute/virtualmachines/extensions","centralus"
"MicrosoftMonitoringAgent","microsoft.compute/virtualmachines/extensions","centralus"
"MicrosoftMonitoringAgent","microsoft.compute/virtualmachines/extensions","centralus"
"MicrosoftMonitoringAgent","microsoft.compute/virtualmachines/extensions","centralus"
"MicrosoftMonitoringAgent","microsoft.compute/virtualmachines/extensions","centralus"
"MicrosoftMonitoringAgent","microsoft.compute/virtualmachines/extensions","centralus"
"MicrosoftMonitoringAgent","microsoft.compute/virtualmachines/extensions","centralus"
"MicrosoftMonitoringAgent","microsoft.compute/virtualmachines/extensions","centralus"
"MicrosoftMonitoringAgent","microsoft.compute/virtualmachines/extensions","centralus"
"MicrosoftMonitoringAgent","microsoft.compute/virtualmachines/extensions","centralus"
"MicrosoftMonitoringAgent","microsoft.compute/virtualmachines/extensions","centralus"
"MicrosoftMonitoringAgent","microsoft.compute/virtualmachines/extensions","centralus"
"MicrosoftMonitoringAgent","microsoft.compute/virtualmachines/extensions","centralus"
"MicrosoftMonitoringAgent","microsoft.compute/virtualmachines/extensions","centralus"
"MicrosoftMonitoringAgent","microsoft.compute/virtualmachines/extensions","centralus"
"MicrosoftMonitoringAgent","microsoft.compute/virtualmachines/extensions","centralus"
"MicrosoftMonitoringAgent","microsoft.compute/virtualmachines/extensions","centralus"
"MicrosoftMonitoringAgent","microsoft.compute/virtualmachines/extensions","eastus2"
"MicrosoftMonitoringAgent","microsoft.compute/virtualmachines/extensions","centralus"
"MicrosoftMonitoringAgent","microsoft.compute/virtualmachines/extensions","centralus"
"MicrosoftMonitoringAgent","microsoft.compute/virtualmachines/extensions","eastus2"
"MicrosoftMonitoringAgent","microsoft.compute/virtualmachines/extensions","eastus2"
"MicrosoftMonitoringAgent","microsoft.compute/virtualmachines/extensions","centralus"
"MicrosoftMonitoringAgent","microsoft.compute/virtualmachines/extensions","centralus"
"MicrosoftMonitoringAgent","microsoft.compute/virtualmachines/extensions","centralus"
"MicrosoftMonitoringAgent","microsoft.compute/virtualmachines/extensions","centralus"
"MicrosoftMonitoringAgent","microsoft.compute/virtualmachines/extensions","eastus2"
"NIGO PIPELINE FAILURE","microsoft.insights/metricalerts","global"
"NetworkWatcher_centralus","microsoft.network/networkwatchers","centralus"
"NetworkWatcher_eastus2","microsoft.network/networkwatchers","eastus2"
"NonProd_EVL_Sunday_0030_0430_CST","microsoft.maintenance/maintenanceconfigurations","centralus"
"NonProd_EVL_Sunday_2130_0130_CST","microsoft.maintenance/maintenanceconfigurations","centralus"
"NonProd_EVL_TestPowerOffVM_Sunday_0030_0430_CST","microsoft.maintenance/maintenanceconfigurations","centralus"
"NonProd_EVL_TestPowerOffVM_Sunday_2300_0300_CST","microsoft.maintenance/maintenanceconfigurations","centralus"
"NonProd_Linux_DevOpsPipeline_Application_1330-1530_IST","microsoft.maintenance/maintenanceconfigurations","centralus"
"NonProd_Linux_DevOpsPipeline_Application_1930-2359_IST","microsoft.maintenance/maintenanceconfigurations","centralus"
"NonProd_Linux_Dremio_Application_1030-1300_IST","microsoft.maintenance/maintenanceconfigurations","centralus"
"ODS API  Alerts","microsoft.insights/activitylogalerts","global"
"ODS DEV GROUP","microsoft.insights/actiongroups","global"
"ODS PROD GROUP","microsoft.insights/actiongroups","global"
"ODS PROD SUPPORT","microsoft.insights/actiongroups","global"
"ODS UAT SUPPORT","microsoft.insights/actiongroups","global"
"ODSAlerts","microsoft.insights/actiongroups","global"
"OS2019_DFS-osdisk-07192024","microsoft.compute/disks","centralus"
"OS2019_DFS-osdisk-07192024-7-4-25","microsoft.compute/snapshots","centralus"
"OS_APP03","microsoft.compute/disks","centralus"
"OS_DIGAPP2","microsoft.compute/disks","centralus"
"OS_azdc01","microsoft.compute/disks","centralus"
"OmsAgentForLinux","microsoft.compute/virtualmachines/extensions","eastus2"
"OmsAgentForLinux","microsoft.compute/virtualmachines/extensions","centralus"
"OmsAgentForLinux","microsoft.compute/virtualmachines/extensions","centralus"
"OmsAgentForLinux","microsoft.compute/virtualmachines/extensions","centralus"
"OmsAgentForLinux","microsoft.compute/virtualmachines/extensions","eastus2"
"OmsAgentForLinux","microsoft.compute/virtualmachines/extensions","centralus"
"OmsAgentForLinux","microsoft.compute/virtualmachines/extensions","centralus"
"OmsAgentForLinux","microsoft.compute/virtualmachines/extensions","centralus"
"OmsAgentForLinux","microsoft.compute/virtualmachines/extensions","centralus"
"OmsAgentForLinux","microsoft.compute/virtualmachines/extensions","centralus"
"OmsAgentForLinux","microsoft.compute/virtualmachines/extensions","centralus"
"PA-CPU-Alert","microsoft.insights/actiongroups","global"
"PE-Web2Db","microsoft.network/privateendpoints","centralus"
"PE-Web2Db-nic","microsoft.network/networkinterfaces","centralus"
"PROD FAILURE","microsoft.insights/actiongroups","global"
"PROD JOB RUNNING LONG","microsoft.insights/metricalerts","global"
"PROD PIPELINE FAILURE","microsoft.insights/metricalerts","global"
"Prod ASP Instance memory ge 50","microsoft.insights/metricalerts","global"
"Prod App GW CU ge 2","microsoft.insights/metricalerts","global"
"Prod App GW Unhealthy hosts","microsoft.insights/metricalerts","global"
"Prod App GW WAF Blocked request","microsoft.insights/scheduledqueryrules","centralus"
"Prod asp-evl-azapps-uc-01p CPU 50 percentage","microsoft.insights/metricalerts","global"
"Prod_Linux_DevOpsPipeline_Application_1330-1530_IST","microsoft.maintenance/maintenanceconfigurations","centralus"
"Prod_Linux_DevOpsPipeline_Application_Fourth_Sunday_1AM-9AM-CST","microsoft.maintenance/maintenanceconfigurations","eastus"
"Prod_Linux_Dremio_Application_1330-1600_IST","microsoft.maintenance/maintenanceconfigurations","centralus"
"Prod_Linux_Securonix_Application_Third_Tuesday_5AM-8AM_CST","microsoft.maintenance/maintenanceconfigurations","centralus"
"PubSubFrameworkConfiguration","microsoft.sql/servers/databases","centralus"
"PubSubFrameworkConfiguration","microsoft.sql/servers/databases","centralus"
"PubSubFrameworkConfiguration","microsoft.sql/servers/databases","centralus"
"PubSubFrameworkConfiguration","microsoft.sql/servers/databases","centralus"
"Resource health alert","microsoft.insights/activitylogalerts","global"
"Restart-VM","microsoft.automation/automationaccounts/runbooks","centralus"
"SMCEvntReconAlerts","microsoft.insights/actiongroups","global"
"SQLAdvancedThreatProtection(DefaultWorkspace-15c6a0ec-5508-4d26-828f-3029516a2fb2-CUS)","microsoft.operationsmanagement/solutions","centralus"
"SQLAdvancedThreatProtection(default-workspace-centralus)","microsoft.operationsmanagement/solutions","centralus"
"SQLAuditing[law-evl-azappsasp-01-uc-nonprod]","microsoft.operationsmanagement/solutions","centralus"
"SQLAuditing[law-evl-azappsasp-01-uc-prod]","microsoft.operationsmanagement/solutions","centralus"
"SQLVulnerabilityAssessment(DefaultWorkspace-15c6a0ec-5508-4d26-828f-3029516a2fb2-CUS)","microsoft.operationsmanagement/solutions","centralus"
"SQLVulnerabilityAssessment(default-workspace-centralus)","microsoft.operationsmanagement/solutions","centralus"
"Security(DefaultWorkspace-15c6a0ec-5508-4d26-828f-3029516a2fb2-CUS)","microsoft.operationsmanagement/solutions","centralus"
"Security(default-workspace-centralus)","microsoft.operationsmanagement/solutions","centralus"
"SecurityCenterFree(DefaultWorkspace-15c6a0ec-5508-4d26-828f-3029516a2fb2-CUS)","microsoft.operationsmanagement/solutions","centralus"
"SecurityCenterFree(allstate-dtcc-workspace-centralus)","microsoft.operationsmanagement/solutions","centralus"
"SecurityCenterFree(default-workspace-centralus)","microsoft.operationsmanagement/solutions","centralus"
"ServiceMap(allstate-dtcc-workspace-centralus)","microsoft.operationsmanagement/solutions","centralus"
"SiteRecovery-Linux","microsoft.compute/virtualmachines/extensions","centralus"
"SiteRecovery-LinuxUBUNTU2204","microsoft.compute/virtualmachines/extensions","centralus"
"SiteRecovery-Windows","microsoft.compute/virtualmachines/extensions","centralus"
"SiteRecovery-Windows","microsoft.compute/virtualmachines/extensions","centralus"
"SiteRecovery-Windows","microsoft.compute/virtualmachines/extensions","centralus"
"SiteRecovery-Windows","microsoft.compute/virtualmachines/extensions","centralus"
"SiteRecovery-Windows","microsoft.compute/virtualmachines/extensions","centralus"
"SiteRecovery-Windows","microsoft.compute/virtualmachines/extensions","centralus"
"SqlIaasExtension","microsoft.compute/virtualmachines/extensions","centralus"
"SqlIaasExtension","microsoft.compute/virtualmachines/extensions","centralus"
"SqlIaasExtension","microsoft.compute/virtualmachines/extensions","centralus"
"SqlIaasExtension","microsoft.compute/virtualmachines/extensions","centralus"
"SqlIaasExtension","microsoft.compute/virtualmachines/extensions","centralus"
"SqlIaasExtension","microsoft.compute/virtualmachines/extensions","centralus"
"SqlIaasExtension","microsoft.compute/virtualmachines/extensions","centralus"
"SqlIaasExtension","microsoft.compute/virtualmachines/extensions","centralus"
"TAG-Azmonalerts","microsoft.insights/actiongroups","global"
"TAG13762project","microsoft.migrate/assessmentprojects","westus2"
"TAG13762site","microsoft.offazure/vmwaresites","westus2"
"TAG13762vault","microsoft.recoveryservices/vaults","westus2"
"UAT PIPELINE RUN FAILURE","microsoft.insights/metricalerts","global"
"UAT PIPELINE RUNNING FOR OVER 60 MIN","microsoft.insights/metricalerts","global"
"Updates(law-tag-01-uc-p)","microsoft.operationsmanagement/solutions","centralus"
"VM-DiskSnapshot-Creation","microsoft.automation/automationaccounts/runbooks","centralus"
"VM-DiskSnapshot-Deletion","microsoft.automation/automationaccounts/runbooks","centralus"
"VMInsights(DefaultWorkspace-15c6a0ec-5508-4d26-828f-3029516a2fb2-CUS)","microsoft.operationsmanagement/solutions","centralus"
"VMInsights(allstate-dtcc-workspace-centralus)","microsoft.operationsmanagement/solutions","centralus"
"VMInsights(default-workspace-centralus)","microsoft.operationsmanagement/solutions","centralus"
"VMWare2Cloud","microsoft.migrate/migrateprojects","westus2"
"VMWare2Cloud3493kv","microsoft.keyvault/vaults","westus2"
"VMWare2Cloud3493mastersite","microsoft.offazure/mastersites","westus2"
"WEB_AUTH_DO_NOT_DELETE_uc","microsoft.databricks/workspaces","centralus"
"WEB_AUTH_DO_NOT_DELETE_ue2","microsoft.databricks/workspaces","eastus2"
"ZonalMove-MC-9ccf3051-60a6-4703-86d1-57a74c0cf1ee","microsoft.migrate/movecollections","eastus2"
"a11be523e81f4b2c91a0986634191cf6","microsoft.compute/virtualmachines","centralus"
"a11be523e81f4b2c91a0986634191cf6-containerRootVolume","microsoft.compute/disks","centralus"
"a11be523e81f4b2c91a0986634191cf6-osDisk","microsoft.compute/disks","centralus"
"a11be523e81f4b2c91a0986634191cf6-privateNIC","microsoft.network/networkinterfaces","centralus"
"a11be523e81f4b2c91a0986634191cf6-publicNIC","microsoft.network/networkinterfaces","centralus"
"a405c3427eb645639e0c93441c75a399","microsoft.compute/virtualmachines","centralus"
"a405c3427eb645639e0c93441c75a399-containerRootVolume","microsoft.compute/disks","centralus"
"a405c3427eb645639e0c93441c75a399-osDisk","microsoft.compute/disks","centralus"
"a405c3427eb645639e0c93441c75a399-privateNIC","microsoft.network/networkinterfaces","centralus"
"a405c3427eb645639e0c93441c75a399-publicNIC","microsoft.network/networkinterfaces","centralus"
"ac586c90-b379-427e-a89d-5a468b58538e-dashboard","microsoft.portal/dashboards","centralus"
"aconn-mtsadls-uc-p","microsoft.databricks/accessconnectors","centralus"
"aconn-tag-dbsdlh-uc-d","microsoft.databricks/accessconnectors","centralus"
"adb-centralus-dp-to-cp-pl-0a12b158c0e6e453ca07b33c","microsoft.network/networkintentpolicies","centralus"
"adb-centralus-dp-to-cp-pl-41053b0dd99d13eb063a4a6c","microsoft.network/networkintentpolicies","centralus"
"adb-centralus-dp-to-cp-pl-531d9db354a2f384325ca383","microsoft.network/networkintentpolicies","centralus"
"adb-centralus-dp-to-cp-pl-54d1f2cfebba6430a175804e","microsoft.network/networkintentpolicies","centralus"
"adb-centralus-dp-to-cp-pl-7c557097fc32ba382ca24b6f","microsoft.network/networkintentpolicies","centralus"
"adb-centralus-dp-to-cp-pl-7ee4f6d45b8661aba0e05df4","microsoft.network/networkintentpolicies","centralus"
"adb-centralus-dp-to-cp-pl-8303a3522a91542f4fc92f6b","microsoft.network/networkintentpolicies","centralus"
"adb-centralus-dp-to-cp-pl-924ce4cf5b9c555ffe3e7cc5","microsoft.network/networkintentpolicies","centralus"
"adb-centralus-dp-to-cp-pl-935530b9f9b72359a8b91da7","microsoft.network/networkintentpolicies","centralus"
"adb-centralus-dp-to-cp-pl-a5f8bec6f2d601bee583aa50","microsoft.network/networkintentpolicies","centralus"
"adb-centralus-dp-to-cp-pl-b685ef3046996963bd6b25c3","microsoft.network/networkintentpolicies","centralus"
"adb-centralus-dp-to-cp-pl-c3e93749eac7584fba78d101","microsoft.network/networkintentpolicies","centralus"
"adb-centralus-dp-to-cp-pl-ee6c73c50b07d004f9bda023","microsoft.network/networkintentpolicies","centralus"
"adb-centralus-dp-to-cp-pl-eeccb5917a3e8f912c193f68","microsoft.network/networkintentpolicies","centralus"
"adb-eastus2-dp-to-cp-pl-30b34b65f6c594e10813796f","microsoft.network/networkintentpolicies","eastus2"
"adb-eastus2-dp-to-cp-pl-86fd4fe1dadf4211b6870773","microsoft.network/networkintentpolicies","eastus2"
"adb-eastus2-dp-to-cp-pl-94e63f6a4cc92bb4eeff3fd3","microsoft.network/networkintentpolicies","eastus2"
"adb-eastus2-dp-to-cp-pl-cddbc4e523b4b047944fd2a4","microsoft.network/networkintentpolicies","eastus2"
"adf-allstate-dtcc-dev","microsoft.datafactory/factories","centralus"
"adf-databricks-integration-poc","microsoft.datafactory/factories","eastus2"
"adf-datafactory-evl-prvtendpt-uc-p","microsoft.network/privateendpoints","centralus"
"adf-datafactory-evl-prvtendpt-uc-p-nic","microsoft.network/networkinterfaces","centralus"
"adf-datafactory-evl-prvtendpt-uc-u","microsoft.network/privateendpoints","centralus"
"adf-datafactory-evl-prvtendpt-uc-u-nic","microsoft.network/networkinterfaces","centralus"
"adf-datafactory-fng-prvtendpt-uc-d","microsoft.network/privateendpoints","centralus"
"adf-datafactory-fng-prvtendpt-uc-d.nic.8f29ed35-bc6e-4b79-a1af-f616872042f4","microsoft.network/networkinterfaces","centralus"
"adf-datafactory-tag-prvtendpt-uc-d","microsoft.network/privateendpoints","centralus"
"adf-datafactory-tag-prvtendpt-uc-d-nic","microsoft.network/networkinterfaces","centralus"
"adf-datafactory-tag-prvtendpt-uc-m","microsoft.network/privateendpoints","centralus"
"adf-datafactory-tag-prvtendpt-uc-m.nic.423f2e6a-8fa7-4032-b80d-3460287c9c9e","microsoft.network/networkinterfaces","centralus"
"adf-evl-uc01-p","microsoft.datafactory/factories","centralus"
"adf-evl-uc01-u","microsoft.datafactory/factories","centralus"
"adf-fng-poc-source","microsoft.datafactory/factories","eastus2"
"adf-fng-poc-uat","microsoft.datafactory/factories","eastus2"
"adf-fng-uc01-d","microsoft.datafactory/factories","centralus"
"adf-gidp-poc-qa","microsoft.datafactory/factories","eastus2"
"adf-gidp-poc-source","microsoft.datafactory/factories","eastus2"
"adf-portal-tag-prvtendpt-uc-m","microsoft.network/privateendpoints","centralus"
"adf-portal-tag-prvtendpt-uc-m-nic","microsoft.network/networkinterfaces","centralus"
"adf-tag-docgen-prvtendpt-uc-np","microsoft.network/privateendpoints","centralus"
"adf-tag-docgen-prvtendpt-uc-np-nic","microsoft.network/networkinterfaces","centralus"
"adf-tag-uc01-d","microsoft.datafactory/factories","centralus"
"adf-tag-uc01-m","microsoft.datafactory/factories","centralus"
"adfportal","microsoft.network/privatednszones/virtualnetworklinks","global"
"agentic_ai_hub","microsoft.machinelearningservices/workspaces","eastus2"
"agenticaiproject","microsoft.machinelearningservices/workspaces","eastus2"
"ai-agenticaihub373933672040","microsoft.cognitiveservices/accounts","eastus2"
"aisrch-nttdcrdbt-ue201d","microsoft.search/searchservices","eastus2"
"aisrch-nttdcrdbt-ue201d-prvtendpt-ue2-d","microsoft.network/privateendpoints","eastus2"
"aisrch-nttdcrdbt-ue201d-prvtendpt-ue2-d.nic.af103610-b4b7-43e2-9bf8-d4edf487720d","microsoft.network/networkinterfaces","eastus2"
"aisrch-nttdcrdbt-ue201p","microsoft.search/searchservices","eastus2"
"aisrch-nttdcrdbt-ue201p-prvtendpt-ue2-p","microsoft.network/privateendpoints","eastus2"
"aisrch-nttdcrdbt-ue201p-prvtendpt-ue2-p.nic.cf188e23-b204-4ca0-97eb-fd61cd117496","microsoft.network/networkinterfaces","eastus2"
"aisrch-nttdmtl-ue201d","microsoft.search/searchservices","eastus2"
"aisrch-nttdmtl-ue201d-prvtendpt-ue2-d","microsoft.network/privateendpoints","eastus2"
"aisrch-nttdmtl-ue201d-prvtendpt-ue2-d.nic.6cbe425b-086c-4344-94c3-5298c3579f57","microsoft.network/networkinterfaces","eastus2"
"aks-agentpool-30418557-nsg","microsoft.network/networksecuritygroups","eastus2"
"aks-crdbt--rg-tag-crdbtaks--15c6a0-re02d09b","microsoft.network/privatednszones/virtualnetworklinks","global"
"aks-crdbt-01-ue2-p","microsoft.containerservice/managedclusters","eastus2"
"aks-crdbt-01-ue2-p-agentpool","microsoft.managedidentity/userassignedidentities","eastus2"
"aks-crdprodnp01-17252178-vmss","microsoft.compute/virtualmachinescalesets","eastus2"
"allstate-dtcc-workspace-centralus","microsoft.operationalinsights/workspaces","centralus"
"ama-tag-01-uc-p","microsoft.automation/automationaccounts","centralus"
"ama-tag-01-ue2-dr","microsoft.automation/automationaccounts","eastus2"
"ama-tag-inv-01-uc-np","microsoft.automation/automationaccounts","centralus"
"apim-tag-azapis-uc-01-d","microsoft.apimanagement/service","centralus"
"apim-tag-azapis-uc-01-m","microsoft.apimanagement/service","centralus"
"apim-tag-azapis-uc-01-u","microsoft.apimanagement/service","centralus"
"apim-tag-azapps-uc-01-p","microsoft.apimanagement/service","centralus"
"apim-tag-azapps-uc-01-p-appi-tag-azapps-uc-p","microsoft.insights/webtests","centralus"
"apim-tag-mulesoft-uc-01-m","microsoft.apimanagement/service","centralus"
"apim-tag-mulesoft-uc-01-m-appi-evl-portals-uc-m","microsoft.insights/webtests","centralus"
"apim-tag-mulesoft-uc-01-u","microsoft.apimanagement/service","centralus"
"apim-tag-odsapis-uc-01-d","microsoft.apimanagement/service","centralus"
"apim-tag-odsapis-uc-01-m","microsoft.apimanagement/service","centralus"
"apim-tag-odsapis-uc-01-u","microsoft.apimanagement/service","centralus"
"app-insight-paloaolto","microsoft.insights/components","centralus"
"app-nttd-evl-claims-uc-01d","microsoft.web/sites","centralus"
"app-nttd-evl-claims-uc-01p","microsoft.web/sites","centralus"
"app-nttd-evl-claims-uc-01p HTTP_Server_Error","microsoft.insights/metricalerts","global"
"app-nttd-evl-claims-uc-01p Response_time_gt_2_sec","microsoft.insights/metricalerts","global"
"app-nttd-evl-claims-uc-01p-prvtendpt-uc-p","microsoft.network/privateendpoints","centralus"
"app-nttd-evl-claims-uc-01p-prvtendpt-uc-p.nic.72aaf043-9648-4b84-861b-2fbc557616c8","microsoft.network/networkinterfaces","centralus"
"app-nttd-evl-claims-uc-01u","microsoft.web/sites","centralus"
"app-nttd-evl-claims-uc-01u-prvtendpt-uc-d","microsoft.network/privateendpoints","centralus"
"app-nttd-evl-claims-uc-01u-prvtendpt-uc-d.nic.85992b25-427f-4be7-8530-3e859252dc2f","microsoft.network/networkinterfaces","centralus"
"app-nttd-evl-claims-uc-01u-prvtendpt-uc-u","microsoft.network/privateendpoints","centralus"
"app-nttd-evl-claims-uc-01u-prvtendpt-uc-u.nic.c9449315-a27f-4225-8e3a-68398a8afed7","microsoft.network/networkinterfaces","centralus"
"app-nttd-evl-claims-uc-01u/Staging","microsoft.web/sites/slots","centralus"
"app-nttd-evl-claims-uc-02u","microsoft.web/sites","centralus"
"app-nttd-evl-claims-uc-02u-prvtendpt-uc-u","microsoft.network/privateendpoints","centralus"
"app-nttd-evl-claims-uc-02u-prvtendpt-uc-u.nic.320a9d06-c675-4cd5-ae6f-ab08a40e4fb2","microsoft.network/networkinterfaces","centralus"
"app-nttd-evl-claims-uc-03u-prvtendpt-uc-u","microsoft.network/privateendpoints","centralus"
"app-nttd-evl-claims-uc-03u-prvtendpt-uc-u.nic.79f22bb2-88fd-463a-acbe-b2173d046072","microsoft.network/networkinterfaces","centralus"
"app-nttd-evl-claims-ue2-01dr-Cer","microsoft.web/certificates","eastus2"
"app-nttd-evl-dgmonapi-uc-01d-prvtendpt-uc-d","microsoft.network/privateendpoints","centralus"
"app-nttd-evl-dgmonapi-uc-01d-prvtendpt-uc-d.nic.bba822e6-547c-41b2-820f-29ead50c67b0","microsoft.network/networkinterfaces","centralus"
"app-nttd-evl-dgmonui-uc-01d","microsoft.web/sites","centralus"
"app-nttd-evl-dgmonui-uc-01d-prvtendpt-uc-d","microsoft.network/privateendpoints","centralus"
"app-nttd-evl-dgmonui-uc-01d-prvtendpt-uc-d.nic.e394a3fa-38be-43a8-bd0c-ea3dc8d2414f","microsoft.network/networkinterfaces","centralus"
"app-nttd-evl-dgmonui-uc-01p","microsoft.web/sites","centralus"
"app-nttd-evl-dgmonui-uc-01p HTTP_Server_Error","microsoft.insights/metricalerts","global"
"app-nttd-evl-dgmonui-uc-01p Response_time_gt_2_sec","microsoft.insights/metricalerts","global"
"app-nttd-evl-dgmonui-uc-01p-prvtendpt-uc-p","microsoft.network/privateendpoints","centralus"
"app-nttd-evl-dgmonui-uc-01p-prvtendpt-uc-p.nic.7e7569aa-9deb-4805-84e1-0232d2f88b71","microsoft.network/networkinterfaces","centralus"
"app-nttd-evl-dig-uc-01d","microsoft.web/sites","centralus"
"app-nttd-evl-dig-uc-01d-prvtendpt-uc-d","microsoft.network/privateendpoints","centralus"
"app-nttd-evl-dig-uc-01d-prvtendpt-uc-d.nic.f74c8e75-6000-41f8-abb3-efce6c2ac7ce","microsoft.network/networkinterfaces","centralus"
"app-nttd-evl-dig-uc-01d/newenv","microsoft.web/sites/slots","centralus"
"app-nttd-evl-dig-uc-01d/preprod","microsoft.web/sites/slots","centralus"
"app-nttd-evl-dig-uc-01m","microsoft.web/sites","centralus"
"app-nttd-evl-dig-uc-01m-prvtendpt-uc-m","microsoft.network/privateendpoints","centralus"
"app-nttd-evl-dig-uc-01m-prvtendpt-uc-m.nic.17d2efc2-4de4-4d06-a265-a00e9f62bfcf","microsoft.network/networkinterfaces","centralus"
"app-nttd-evl-dig-uc-01p","microsoft.web/sites","centralus"
"app-nttd-evl-dig-uc-01p HTTP_Server_Error","microsoft.insights/metricalerts","global"
"app-nttd-evl-dig-uc-01p Response_time_gt_2_sec","microsoft.insights/metricalerts","global"
"app-nttd-evl-dig-uc-01p-prvtendpt-uc-p","microsoft.network/privateendpoints","centralus"
"app-nttd-evl-dig-uc-01p-prvtendpt-uc-p.nic.7a9a2e15-3347-4586-b2fd-0b1b4fc34b0a","microsoft.network/networkinterfaces","centralus"
"app-nttd-evl-dig-uc-01u","microsoft.web/sites","centralus"
"app-nttd-evl-dig-uc-01u-prvtendpt-uc-u","microsoft.network/privateendpoints","centralus"
"app-nttd-evl-dig-uc-01u-prvtendpt-uc-u.nic.3da5329b-fac2-404e-90e7-e4c56a5a5c1a","microsoft.network/networkinterfaces","centralus"
"app-nttd-evl-digarchive-uc-01d","microsoft.web/sites","centralus"
"app-nttd-evl-digarchive-uc-01d-prvtendpt-uc-d","microsoft.network/privateendpoints","centralus"
"app-nttd-evl-digarchive-uc-01d-prvtendpt-uc.nic.be9f2b74-e5fb-454c-a4db-fb79f03e1348","microsoft.network/networkinterfaces","centralus"
"app-nttd-evl-errhndlapi-uc-01d","microsoft.web/sites","centralus"
"app-nttd-evl-errhndlapi-uc-01d-prvtendpt-uc-d","microsoft.network/privateendpoints","centralus"
"app-nttd-evl-errhndlapi-uc-01d-prvtendpt-uc.nic.e4f8ec62-72d2-43e4-a748-81ee407c0db4","microsoft.network/networkinterfaces","centralus"
"app-nttd-evl-errhndlapi-uc-01m","microsoft.web/sites","centralus"
"app-nttd-evl-errhndlapi-uc-01m-prvtendpt-uc-m","microsoft.network/privateendpoints","centralus"
"app-nttd-evl-errhndlapi-uc-01m-prvtendpt-uc.nic.f88cca3d-636d-4f77-8ad4-4093f0f04d1f","microsoft.network/networkinterfaces","centralus"
"app-nttd-evl-odsidsrv-uc-01d-prvtendpt-uc-d","microsoft.network/privateendpoints","centralus"
"app-nttd-evl-odsidsrv-uc-01d-prvtendpt-uc-d.nic.936bdcbd-6383-4b83-b8bc-c1458a7726a1","microsoft.network/networkinterfaces","centralus"
"app-nttd-evl-odsidsrv-uc-01m","microsoft.web/sites","centralus"
"app-nttd-evl-odsidsrv-uc-01m-prvtendpt-uc-m","microsoft.network/privateendpoints","centralus"
"app-nttd-evl-odsidsrv-uc-01m-prvtendpt-uc-m.nic.a21879b9-cb77-44bb-8e1b-5baf9ef636b5","microsoft.network/networkinterfaces","centralus"
"app-nttd-evl-odsidsrv-uc-01p","microsoft.web/sites","centralus"
"app-nttd-evl-odsidsrv-uc-01p HTTP_Server_Error","microsoft.insights/metricalerts","global"
"app-nttd-evl-odsidsrv-uc-01p Response_time_gt_2_sec","microsoft.insights/metricalerts","global"
"app-nttd-evl-odsidsrv-uc-01p-prvtendpt-uc-p","microsoft.network/privateendpoints","centralus"
